EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,T
18,47,0,0,0,1,1,0,0,13,0,7.87284,7
13,51,0,0,0,1,1,0,0,17,0,6.90575,1
14,35,0,0,0,1,1,0,0,17,0,6.90575,2
15,52,0,0,0,1,1,0,0,17,0,7.31322,3
16,52,0,0,0,1,1,0,0,17,0,7.70661,4
17,52,0,0,0,1,1,0,0,17,0,6.98286,5
18,52,0,0,0,1,1,0,0,17,0,7.46737,6
19,51,0,0,0,1,1,0,0,17,0,7.91936,7
15,22,1,0,0,1,0,1,0,11,1,5.39363,1
16,46,1,0,0,1,0,1,0,11,1,5.52146,2
17,50,1,0,0,1,0,1,1,11,1,5.75257,3
18,49,1,0,0,1,0,1,1,11,1,5.75257,4
19,50,1,0,0,1,0,1,1,11,1,5.81413,5
20,41,1,0,0,1,0,1,0,11,1,5.95324,6
21,42,1,0,0,1,0,1,0,11,1,6.05209,7
23,49,0,0,0,0,1,0,0,17,0,6.55108,1
24,40,0,0,0,0,1,0,0,17,0,6.67203,2
25,44,0,0,0,0,1,0,0,17,0,6.66568,3
26,43,0,0,0,0,1,0,0,17,0,6.67203,4
27,41,0,0,0,0,1,0,0,17,0,6.71538,5
28,40,0,0,0,0,1,0,0,17,0,6.80239,6
29,42,0,0,0,0,1,0,0,17,0,6.8977,7
34,39,1,1,0,0,0,0,1,8,0,6.62007,1
35,48,1,1,0,0,0,0,1,8,0,6.62007,2
36,48,1,1,0,0,0,0,1,8,0,6.71538,3
37,48,1,1,0,0,0,0,1,8,0,6.80239,4
38,47,1,1,0,0,0,0,1,8,0,6.85646,5
39,45,1,1,0,0,0,0,1,8,0,6.90776,6
40,45,1,1,0,0,0,0,1,8,0,6.95655,7
30,49,0,1,0,1,1,0,0,10,0,6.77422,1
31,48,0,1,0,1,1,0,0,10,0,6.90575,2
32,49,0,1,0,1,1,0,0,10,0,6.90776,3
33,49,0,1,0,1,1,0,0,10,0,7.3696,4
34,52,0,1,0,1,1,0,0,10,0,7.45298,5
35,49,0,1,0,1,1,0,0,10,0,7.64969,6
36,48,0,1,0,1,1,0,1,10,0,7.54961,7
7,49,0,1,0,1,1,0,0,17,0,6.90575,1
8,48,0,1,0,1,1,0,0,17,0,6.90575,2
9,49,0,1,0,1,1,0,0,17,0,7.09008,3
10,49,0,1,0,1,1,0,0,17,0,7.20786,4
11,47,0,1,0,1,1,0,0,17,0,7.31322,5
12,49,0,1,0,1,1,0,0,17,0,7.20117,6
13,49,0,1,0,1,1,0,0,17,0,7.6009,7
27,48,0,0,0,1,1,0,0,11,0,6.90575,1
28,49,1,0,0,1,1,0,0,11,0,6.90575,2
29,49,1,0,0,1,1,0,0,11,0,7.00307,3
30,51,1,0,0,1,1,0,0,11,0,7.09008,4
31,48,1,0,0,1,1,0,0,11,0,7.1309,5
32,49,1,0,0,1,1,0,0,11,0,7.08171,6
33,48,1,1,0,1,1,0,0,11,0,7.24423,7
24,49,0,0,0,1,1,0,0,12,0,6.286,1
25,48,1,0,0,1,1,0,0,12,0,6.35437,2
26,49,1,0,0,1,1,0,0,12,0,6.43775,3
27,49,1,0,0,1,1,0,0,12,0,6.43775,4
28,49,1,0,0,1,1,0,0,12,0,6.47697,5
29,49,1,0,0,1,1,0,0,12,0,6.55108,6
30,49,1,0,0,1,1,0,0,12,0,6.55108,7
35,48,0,0,1,1,1,0,0,16,1,6.2634,1
36,50,0,0,1,1,1,0,0,16,1,6.17379,2
37,50,0,0,1,1,1,0,0,16,1,6.10925,3
38,46,0,0,1,1,1,0,0,16,1,6.10925,4
39,52,0,0,1,1,1,0,0,16,1,6.30992,5
40,51,0,0,1,1,1,0,0,16,1,6.21461,6
41,50,0,0,1,1,1,0,0,16,1,6.39693,7
17,49,0,0,1,1,1,0,0,17,0,6.85646,1
18,49,0,0,1,1,1,0,0,17,0,6.90575,2
19,49,0,0,1,1,1,0,0,17,0,7.04752,3
20,49,0,0,1,1,1,0,0,17,0,7.1309,4
21,47,0,0,1,1,1,0,0,17,0,7.24423,5
22,48,0,0,1,1,1,0,0,17,0,6.99485,6
23,48,0,0,1,1,1,0,0,17,0,7.54961,7
4,49,0,0,0,0,1,0,0,13,0,6.05209,1
5,50,0,0,0,0,1,0,0,13,0,6.05209,2
6,50,0,0,0,0,1,0,0,13,0,6.21461,3
7,51,0,0,0,0,1,0,0,13,0,6.33328,4
8,50,0,0,0,0,1,0,0,13,0,6.43775,5
9,49,0,0,0,0,1,0,0,13,0,6.19236,6
10,49,0,0,0,0,1,0,0,13,0,6.53233,7
11,46,1,1,0,0,1,0,1,12,0,6.31536,1
12,12,1,1,0,0,1,0,1,12,0,6.33328,2
13,49,1,1,0,0,1,0,1,12,0,6.40192,3
14,49,1,1,0,0,1,0,1,12,0,6.54103,4
15,48,1,1,0,0,1,0,1,12,0,6.54679,5
16,49,1,1,0,0,1,0,1,12,0,6.65028,6
17,49,1,1,0,0,1,0,1,12,0,6.68835,7
19,48,0,0,0,1,1,0,0,12,0,6.81344,1
20,43,0,0,0,1,1,0,0,12,0,6.80239,2
21,48,0,0,0,1,1,0,1,12,0,6.95655,3
22,48,0,0,0,1,1,0,0,12,0,7.08841,4
23,48,0,0,0,1,1,0,1,12,0,7.36455,5
24,50,0,0,0,1,1,0,0,12,0,7.49554,6
25,50,1,0,0,1,1,0,1,12,0,7.21082,7
33,43,0,0,1,1,1,0,1,12,0,6.47851,1
34,41,0,0,1,1,1,0,1,12,0,6.55393,2
35,43,0,0,1,1,1,0,1,12,0,6.62804,3
36,42,0,0,1,1,1,0,1,12,0,6.74524,4
37,41,0,0,1,1,1,0,1,12,0,6.82979,5
38,45,0,0,1,0,1,0,1,12,0,7.09008,6
39,46,0,0,1,0,1,0,1,12,0,7.05099,7
28,44,0,0,0,1,1,0,0,17,0,6.90575,1
29,49,0,0,0,1,1,0,0,17,0,6.90575,2
30,48,0,0,0,1,1,0,1,17,0,7.20786,3
31,45,0,0,0,1,1,0,1,17,0,7.29302,4
32,46,0,0,0,1,1,0,1,17,0,7.37776,5
33,46,0,0,0,1,1,0,1,17,0,7.15462,6
34,46,0,0,0,1,1,0,1,17,0,7.28207,7
1,45,1,0,0,1,0,0,0,11,0,5.70378,1
2,46,1,0,0,1,0,0,0,11,0,6.2634,2
3,43,1,0,0,1,0,0,0,11,0,5.92693,3
4,36,1,0,0,1,0,0,0,11,0,5.52146,4
5,44,0,0,0,1,0,0,0,11,0,5.99146,5
6,47,1,0,0,1,0,0,0,11,0,6.16331,6
7,51,1,0,0,1,0,0,0,11,0,6.35437,7
12,50,0,1,1,0,1,0,0,14,0,6.10925,1
13,49,0,1,1,0,1,0,0,14,0,6.24417,2
14,50,0,1,1,0,1,0,0,14,0,6.28227,3
15,49,0,1,1,0,1,0,0,14,0,6.38519,4
16,50,0,1,1,0,1,0,0,14,0,6.4892,5
17,49,0,1,1,0,1,0,0,14,0,6.55678,6
18,48,0,1,1,0,1,0,0,14,0,6.77422,7
34,30,1,0,0,1,1,0,1,5,0,6.90575,1
35,26,1,0,0,1,1,0,1,5,0,6.90575,2
36,30,1,0,0,1,1,0,1,5,0,7.03878,3
37,36,1,0,0,1,1,0,1,5,0,7.12287,4
38,49,1,0,0,1,1,0,1,5,0,7.12287,5
39,44,1,0,0,1,1,0,1,5,0,7.17012,6
40,52,1,0,0,1,1,0,1,5,0,7.30653,7
10,49,0,0,0,1,0,1,0,12,0,6.02345,1
11,49,0,0,0,1,0,1,0,12,0,6.25383,2
12,49,0,0,0,1,0,1,0,12,0,6.33328,3
13,49,0,0,0,1,0,1,0,12,0,6.47697,4
14,49,0,0,0,1,0,1,0,12,0,6.49072,5
15,49,0,0,0,1,0,1,0,12,0,6.84268,6
16,49,0,0,0,1,0,1,0,12,0,6.90174,7
30,49,1,1,1,0,1,0,0,12,0,5.57973,1
31,52,1,1,1,0,1,0,0,12,0,5.66988,2
32,51,1,1,1,0,1,0,0,12,0,5.826,3
33,48,1,1,1,0,1,0,0,12,0,5.87493,4
34,50,1,1,1,0,1,0,0,12,0,5.8999,5
35,43,1,1,1,0,1,0,0,12,0,6.10925,6
36,50,1,1,1,0,1,0,0,12,0,6.19236,7
29,47,0,0,0,1,1,0,0,16,0,6.90575,1
30,52,0,0,0,1,1,0,0,16,0,6.90575,2
31,43,0,0,0,1,1,0,0,16,0,7.1107,3
32,48,0,0,0,1,1,0,0,16,0,7.1309,4
33,48,0,0,0,1,1,0,0,16,0,6.67077,5
34,48,0,0,0,1,1,0,0,16,0,6.90776,6
35,48,0,0,0,1,1,0,0,16,0,6.90776,7
2,50,0,0,1,1,1,0,0,16,0,6.14633,1
3,50,0,0,1,1,1,0,0,16,0,6.55108,2
4,50,0,0,0,1,1,0,0,16,0,6.80239,3
5,50,0,0,0,1,1,0,0,16,0,6.90776,4
6,50,0,0,0,1,1,0,0,16,0,7.09008,5
7,50,0,0,0,1,1,0,0,16,0,7.24423,6
8,49,0,0,0,1,1,0,0,16,0,7.31322,7
16,40,0,0,0,1,0,1,1,17,0,6.68461,1
17,40,0,0,0,1,0,1,0,17,0,6.74524,2
18,40,0,0,0,1,0,1,1,17,0,6.74524,3
19,40,0,0,0,1,0,1,0,17,0,6.85646,4
20,39,0,0,0,1,0,1,0,17,0,6.90776,5
21,42,0,0,0,1,0,1,0,17,0,6.90776,6
22,42,0,1,0,1,0,1,1,17,0,6.90776,7
2,50,1,0,0,0,1,0,1,12,0,5.9135,1
3,50,1,0,0,0,1,0,1,12,0,6.24028,2
4,50,1,0,0,0,1,0,1,12,0,6.36303,3
5,50,1,0,0,0,1,0,1,12,0,6.55108,4
6,50,1,0,0,0,1,0,1,12,0,6.71538,5
7,50,1,0,0,0,1,0,1,12,0,6.80239,6
8,50,1,0,0,0,1,0,1,12,0,6.90776,7
23,49,0,1,0,1,1,0,0,16,0,6.90575,1
24,48,0,1,0,1,1,0,0,16,0,6.90575,2
25,49,0,1,0,1,1,0,0,16,0,7.64969,3
26,48,0,1,0,1,1,0,0,16,0,7.88231,4
27,49,0,1,0,1,1,0,0,16,0,7.82405,5
28,48,0,1,0,1,1,0,0,16,0,7.97247,6
29,48,0,1,0,1,1,0,0,16,0,8.04719,7
27,34,0,0,0,0,1,0,0,17,0,6.04025,1
28,49,0,0,0,0,1,0,0,17,0,6.90575,2
29,49,0,0,0,0,1,0,0,17,0,6.95655,3
30,47,0,0,0,0,1,0,0,17,0,7.01571,4
31,46,0,0,0,0,1,0,1,17,0,7.09008,5
32,48,0,0,0,0,1,0,0,17,0,7.1309,6
33,48,0,0,0,0,1,0,0,17,0,7.04141,7
30,46,1,0,0,1,1,0,1,10,0,6.63332,1
31,49,1,0,0,1,1,0,1,10,0,6.71538,2
32,47,1,1,0,1,1,0,1,10,0,6.82979,3
33,50,1,1,0,1,1,0,1,10,0,6.90776,4
34,50,1,1,0,1,1,0,0,10,0,7.00307,5
35,45,1,1,0,1,1,0,1,10,0,7.08255,6
36,39,1,1,0,1,1,0,1,10,0,7.1309,7
21,39,1,1,0,0,1,0,1,12,0,6.23245,1
22,47,1,1,0,0,1,0,1,12,0,6.30262,2
23,48,1,1,0,0,1,0,1,12,0,6.34564,3
24,48,1,1,0,0,1,0,1,12,0,6.47235,4
25,50,1,1,0,0,1,0,1,12,0,6.48768,5
26,48,1,1,0,0,1,0,1,12,0,6.71538,6
27,47,1,1,0,0,1,0,1,12,0,6.74524,7
18,49,1,1,1,0,1,0,0,7,0,5.92693,1
19,48,1,1,1,0,1,0,0,7,0,5.95324,2
20,46,1,1,1,0,1,0,0,7,0,6.10925,3
21,48,1,1,1,0,1,0,0,7,0,6.14204,4
22,46,1,1,1,0,1,0,0,7,0,6.17379,5
23,40,1,1,1,0,1,0,0,7,0,6.17379,6
24,49,1,1,1,0,1,0,0,7,0,6.17379,7
7,48,0,1,0,0,1,0,0,17,0,6.90575,1
8,49,0,1,0,0,1,0,0,17,0,6.90575,2
9,49,0,1,0,0,1,0,0,17,0,7.18917,3
10,49,0,1,0,0,1,0,0,17,0,7.19293,4
11,48,0,1,0,1,1,0,0,17,0,7.37776,5
12,48,0,1,0,1,1,0,0,17,0,7.37776,6
13,48,0,1,0,1,1,0,0,17,0,7.48717,7
6,36,0,0,0,0,1,0,0,16,0,6.16331,1
7,36,0,0,0,0,1,0,0,16,0,6.15273,2
8,43,0,0,0,0,1,0,0,16,0,6.3699,3
9,36,0,0,0,0,1,0,0,16,0,6.38012,4
10,40,0,0,0,0,1,0,0,16,0,6.31716,5
11,40,0,0,0,0,1,0,0,16,0,6.57925,6
12,36,0,0,0,0,1,0,0,16,0,6.59304,7
32,52,0,0,0,0,0,0,1,12,0,6.74524,1
33,50,1,0,0,0,0,0,0,12,0,6.85118,2
34,52,1,0,0,0,1,0,0,12,0,6.90776,3
35,50,0,0,0,0,1,0,0,12,0,6.96602,4
36,50,0,0,0,0,1,0,0,12,0,7.03439,5
37,48,0,0,0,0,1,0,0,12,0,6.92067,6
38,48,0,0,0,0,1,0,0,12,0,7.03527,7
27,47,0,0,0,1,1,0,0,16,0,6.90575,1
28,47,0,0,0,1,1,0,0,16,0,6.90575,2
29,47,0,0,0,1,1,0,0,16,0,7.82405,3
30,47,0,0,0,1,1,0,0,16,0,7.90101,4
31,47,0,0,0,1,1,0,0,16,0,7.67322,5
32,47,0,0,0,0,1,0,0,16,0,8.00637,6
33,49,0,0,0,0,1,0,0,16,0,8.05516,7
34,49,1,1,0,1,1,0,1,12,0,6.90575,1
35,49,1,1,0,1,1,0,1,12,0,6.90575,2
36,49,1,1,0,1,1,0,1,12,0,7.12367,3
37,49,1,1,0,1,1,0,1,12,0,7.23921,4
38,49,1,0,0,1,1,0,1,12,0,7.42357,5
39,49,1,0,0,1,1,0,1,12,0,7.46737,6
40,48,1,0,0,1,1,0,1,12,0,7.55747,7
15,50,1,0,0,1,1,0,0,10,0,6.53814,1
16,49,1,0,0,1,0,0,0,10,0,6.62936,2
17,45,1,0,0,1,0,0,0,10,0,6.72263,3
18,43,1,1,0,1,1,0,0,10,0,6.86485,4
19,49,1,0,0,1,1,0,0,10,0,6.87626,5
20,44,1,0,0,1,1,0,1,10,0,6.75809,6
21,38,1,0,0,1,1,0,1,10,0,6.76964,7
7,47,1,0,0,1,0,1,1,10,0,5.75257,1
8,45,1,0,0,1,0,1,1,10,0,5.75257,2
9,46,1,0,0,1,0,1,1,10,0,5.88053,3
10,41,1,0,0,1,0,1,1,10,0,5.94542,4
11,48,1,0,0,1,0,1,1,10,0,6.03548,5
12,45,1,0,0,1,0,1,1,10,0,6.02587,6
13,39,1,0,0,1,0,1,1,10,0,6.16542,7
9,46,1,1,0,1,1,0,1,12,0,6.90575,1
10,43,1,1,0,1,1,0,1,12,0,6.90575,2
11,40,1,1,0,1,1,0,1,12,0,7.1452,3
12,43,1,0,0,1,1,0,1,12,0,7.22548,4
13,50,1,0,0,1,1,0,1,12,0,7.33302,5
14,49,1,1,0,1,1,0,1,12,0,7.40853,6
15,48,1,1,0,1,1,0,1,12,0,7.34601,7
22,42,1,1,1,0,1,0,0,10,0,6.37161,1
23,48,1,1,1,0,1,0,0,10,0,6.46925,2
24,48,1,1,1,0,1,0,0,10,0,6.56948,3
25,43,1,1,1,0,1,0,0,10,0,6.51175,4
26,52,1,1,1,0,1,0,0,10,0,6.56526,5
27,52,1,1,1,0,1,0,0,10,0,6.64639,6
28,52,1,1,1,0,1,0,0,10,0,6.7334,7
36,48,1,0,0,1,1,0,0,7,0,6.39693,1
37,44,1,0,0,1,1,0,0,7,0,6.47697,2
38,45,1,0,0,1,1,0,0,7,0,6.55108,3
39,50,1,0,0,1,1,0,0,7,0,6.62007,4
40,50,1,0,0,1,1,0,0,7,0,6.66568,5
41,50,1,0,0,1,1,0,0,7,0,6.68461,6
42,40,1,0,0,1,1,0,0,7,0,6.7093,7
37,50,1,0,1,0,1,0,1,10,0,6.47697,1
38,26,1,0,1,0,1,0,0,10,0,6.35437,2
39,24,1,0,1,0,1,0,1,10,0,6.35437,3
40,39,1,0,1,0,1,0,1,10,0,6.50728,4
41,51,1,0,1,0,1,0,1,10,0,6.59715,5
42,44,1,0,1,0,1,0,1,10,0,6.66313,6
43,46,1,0,1,0,1,0,1,10,0,6.62007,7
9,50,1,0,0,1,0,1,0,7,1,5.43808,1
10,44,1,0,0,1,0,1,0,7,1,5.56068,2
11,50,1,0,0,1,0,1,0,7,1,5.57973,3
12,50,1,0,0,1,0,1,0,7,1,5.73657,4
13,50,1,0,0,1,0,1,0,7,1,5.76832,5
14,50,1,0,0,1,0,1,0,7,1,5.81413,6
15,49,1,0,0,1,0,1,0,7,1,6.04025,7
10,49,1,0,0,1,0,1,0,11,0,5.7462,1
11,50,1,0,0,1,0,1,0,11,0,5.73657,2
12,42,1,0,0,1,0,1,0,11,0,5.4161,3
13,51,1,0,0,1,0,1,0,11,0,5.46383,4
14,52,0,1,0,1,0,1,0,11,0,6.21461,5
15,50,1,0,0,1,0,1,0,11,0,5.85793,6
16,47,1,0,0,1,0,1,0,11,0,6.21461,7
30,49,0,1,0,1,1,0,0,16,0,6.62007,1
31,48,0,1,0,1,0,0,0,16,0,6.55108,2
32,48,0,1,0,1,0,0,0,16,0,6.74524,3
33,47,0,1,0,1,0,0,0,16,0,6.80239,4
34,48,0,1,0,1,0,0,0,16,0,6.95655,5
35,47,0,1,0,1,0,0,0,16,0,7.02554,6
36,48,0,1,0,1,0,0,0,16,0,7.00307,7
18,48,1,1,1,0,1,0,1,10,0,6.05678,1
19,47,1,1,1,0,1,0,1,10,0,6.10925,2
20,48,1,1,1,0,1,0,1,10,0,6.18415,3
21,48,1,1,1,0,1,0,1,10,0,6.28413,4
22,48,1,1,1,0,1,0,1,10,0,6.39693,5
23,48,1,1,1,0,1,0,1,10,0,6.51471,6
24,48,1,1,1,0,1,0,1,10,0,6.57508,7
6,50,0,0,1,0,1,0,0,16,0,5.8861,1
7,49,0,0,1,1,1,0,0,16,0,6.21461,2
8,49,0,0,1,0,1,0,0,16,0,6.44572,3
9,50,0,0,1,0,1,0,0,16,0,6.39693,4
10,49,0,0,1,0,0,0,0,16,0,6.65673,5
11,50,0,0,1,0,0,0,0,16,0,6.62007,6
12,49,0,0,1,0,0,0,0,16,0,6.62007,7
25,49,0,0,0,1,1,0,0,17,1,6.90575,1
26,47,0,0,0,1,1,0,0,17,1,6.90575,2
27,49,0,0,0,1,1,0,0,17,1,7.54961,3
28,48,0,0,0,1,1,0,0,17,1,7.6009,4
29,49,0,0,0,1,1,0,0,17,1,7.67322,5
30,48,0,0,0,1,1,0,0,17,1,7.6009,6
31,47,0,0,0,1,1,0,0,17,1,7.69621,7
7,49,0,1,1,0,1,0,1,12,1,6.23832,1
8,32,0,1,1,0,1,0,1,12,1,6.49224,2
9,49,1,1,1,0,1,0,1,12,1,6.52209,3
10,49,1,1,1,0,1,0,1,12,1,6.58617,4
11,34,1,1,1,0,1,0,1,12,1,6.80239,5
12,49,1,0,1,0,1,0,1,12,1,6.85646,6
13,49,0,1,1,0,1,0,1,12,1,6.95655,7
33,48,1,1,0,0,1,0,0,12,0,6.22654,1
34,48,1,1,0,0,1,0,0,12,0,6.30992,2
35,47,1,1,0,0,1,0,0,12,0,6.39693,3
36,48,1,1,0,0,1,0,0,12,0,6.52942,4
37,48,1,1,0,0,1,0,0,12,0,6.61204,5
38,48,1,1,0,0,1,0,0,12,0,6.70441,6
39,24,1,1,0,0,1,0,0,12,0,6.72623,7
3,48,1,1,0,0,0,1,0,12,0,6.05209,1
4,11,1,1,0,0,0,1,1,12,0,6.01616,2
5,37,1,1,0,0,0,1,1,12,0,6.27852,3
6,50,1,1,0,0,0,1,1,12,0,6.36819,4
7,40,1,1,0,0,0,1,1,12,0,6.45834,5
8,47,1,1,0,0,0,1,1,12,0,6.56244,6
9,50,1,1,0,0,0,1,1,12,0,6.63068,7
5,16,0,0,1,1,1,0,0,16,0,6.23048,1
6,39,0,0,1,1,1,0,1,16,0,6.35437,2
7,50,0,0,1,1,1,0,1,16,0,6.49979,3
8,50,0,0,1,1,1,0,1,16,0,6.68461,4
9,50,0,0,1,1,1,0,1,16,0,6.98008,5
10,49,0,0,1,1,1,0,1,16,0,7.00307,6
11,48,0,0,1,1,1,0,1,16,0,7.09008,7
32,47,1,1,0,0,1,0,1,12,0,6.64379,1
33,47,1,1,0,0,1,0,1,12,0,6.74406,2
34,47,1,1,0,0,1,0,1,12,0,6.79906,3
35,47,1,1,0,0,1,0,1,12,0,6.89366,4
36,47,1,1,0,0,1,0,1,12,0,7.02731,5
37,47,1,1,0,0,1,0,1,12,0,7.06476,6
38,47,1,1,0,0,1,0,1,12,0,7.20042,7
25,42,0,0,1,0,0,0,0,17,0,6.51175,1
26,45,0,0,1,0,0,0,0,17,0,6.49527,2
27,47,0,0,1,0,0,0,0,17,0,6.63726,3
28,46,0,0,1,0,0,0,0,17,0,6.63857,4
29,44,0,0,1,0,0,0,0,17,0,6.69456,5
30,51,0,0,1,0,0,0,0,17,0,6.69827,6
31,45,0,0,1,0,0,0,0,17,0,6.99393,7
10,49,1,1,1,0,1,0,0,10,0,5.85793,1
11,51,1,1,1,0,1,0,0,10,0,5.85793,2
12,28,1,0,1,0,1,0,0,10,0,6.21461,3
13,50,1,1,1,0,1,0,0,10,0,6.18415,4
14,51,1,1,1,0,1,0,0,10,0,6.23441,5
15,50,1,1,1,0,1,0,0,10,0,6.18415,6
16,52,1,1,1,0,1,0,0,10,0,6.16752,7
10,49,1,0,0,1,1,0,0,12,0,6.55108,1
11,50,1,0,0,1,1,0,0,12,0,6.63332,2
12,49,0,0,0,1,1,0,0,12,0,6.74524,3
13,49,0,0,0,1,1,0,0,12,0,6.95655,4
14,48,0,0,0,1,1,0,0,12,0,7.02554,5
15,48,0,0,0,1,1,0,0,12,0,7.1507,6
16,49,0,0,0,1,1,0,0,12,0,7.31322,7
16,37,1,0,1,1,1,0,1,10,0,6.31716,1
17,50,1,0,1,1,1,0,1,10,0,6.3613,2
18,49,1,0,1,1,1,0,1,10,0,6.42972,3
19,37,1,0,1,1,1,0,1,10,0,6.73102,4
20,47,1,0,1,1,1,0,1,10,0,6.81014,5
21,45,1,0,1,1,1,0,1,10,0,6.95177,6
22,49,1,0,1,1,1,0,1,10,0,6.9256,7
12,49,0,0,0,1,1,0,0,16,0,6.83841,1
13,49,0,0,0,1,1,0,0,16,0,6.85224,2
14,48,0,0,0,1,1,0,0,16,0,6.91175,3
15,49,0,0,0,1,1,0,0,16,0,6.91175,4
16,49,0,0,0,1,1,0,0,16,0,7.31122,5
17,50,0,0,0,1,1,0,0,16,0,7.18917,6
18,49,0,0,0,1,1,0,0,16,0,7.37776,7
10,37,0,1,0,1,0,1,0,12,1,6.10925,1
11,33,0,1,0,1,0,1,0,12,1,6.20456,2
12,43,0,1,0,1,0,1,0,12,1,6.37161,3
13,46,0,1,0,1,0,1,0,12,1,6.39693,4
14,48,0,1,0,1,0,1,0,12,1,6.55108,5
15,49,0,1,0,1,0,1,0,12,1,6.60259,6
16,48,1,1,0,1,0,1,0,12,1,6.62007,7
3,48,0,0,0,1,0,1,0,16,0,6.30992,1
4,35,0,0,0,1,0,1,0,16,0,6.29157,2
5,40,0,0,0,1,0,1,0,16,0,6.30992,3
6,36,0,0,0,1,0,1,0,16,0,6.65286,4
7,28,0,0,0,1,0,1,0,16,0,6.62007,5
8,51,0,0,0,1,0,1,0,16,0,6.57228,6
9,50,0,0,0,1,0,1,0,16,0,7.04752,7
15,49,1,1,1,1,1,0,1,12,0,6.67834,1
16,45,1,1,1,1,1,0,1,12,0,6.75227,2
17,48,1,1,1,1,1,0,1,12,0,6.84162,3
18,49,1,1,1,1,1,0,1,12,0,6.95655,4
19,47,1,1,1,1,1,0,1,12,0,7.00307,5
20,48,1,1,1,1,1,0,1,12,0,7.15462,6
21,47,1,0,1,1,1,0,1,12,0,7.21524,7
21,44,0,0,0,1,1,0,1,17,0,6.90575,1
22,41,0,0,0,1,1,0,1,17,0,6.90575,2
23,43,0,0,0,1,1,0,1,17,0,7.02997,3
24,41,0,0,0,1,1,0,1,17,0,7.09008,4
25,44,0,0,0,1,1,0,1,17,0,7.20786,5
26,43,0,0,0,1,1,0,1,17,0,7.26193,6
27,42,0,0,0,1,1,0,1,17,0,7.27932,7
14,49,1,0,1,1,1,0,1,12,0,6.55962,1
15,49,1,0,1,1,1,0,1,12,0,6.60123,2
16,49,1,0,1,1,1,0,1,12,0,6.73221,3
17,48,1,0,1,1,1,0,1,12,0,6.79122,4
18,48,1,0,1,1,1,0,1,12,0,6.90776,5
19,47,1,0,1,1,1,0,1,12,0,7.00307,6
20,46,1,0,1,1,1,0,1,12,0,7.09008,7
8,51,1,0,0,0,1,0,0,14,0,5.89715,1
9,51,1,0,0,0,1,0,0,14,0,6.07993,2
10,51,1,0,0,0,1,0,0,14,0,5.98141,3
11,50,1,0,0,0,1,0,0,14,0,6.33328,4
12,51,0,0,0,0,1,0,0,14,0,6.27476,5
13,52,0,0,0,0,1,0,0,14,0,6.20456,6
14,51,0,0,0,0,1,0,0,14,0,6.58617,7
21,50,1,1,0,1,1,0,1,9,0,6.44572,1
22,50,1,1,0,1,1,0,1,9,0,6.74524,2
23,52,1,1,0,1,0,0,1,9,0,6.81892,3
24,51,1,1,0,0,0,0,1,9,0,6.85646,4
25,51,1,1,0,0,0,0,1,9,0,7.00307,5
26,49,1,1,0,0,0,0,1,9,0,7.09008,6
27,50,1,1,0,0,0,0,1,9,0,7.20786,7
21,51,0,0,1,1,1,0,0,16,0,6.90575,1
22,49,0,0,1,1,1,0,0,16,0,6.90575,2
23,47,0,0,1,1,1,0,0,16,0,7.91936,3
24,47,0,0,1,1,1,0,0,16,0,8.13153,4
25,47,0,0,1,1,1,0,0,16,0,8.0229,5
26,47,0,0,1,1,1,0,0,16,0,7.92516,6
27,47,0,0,1,1,1,0,0,16,0,7.84502,7
7,50,0,0,1,1,1,0,0,16,0,6.4892,1
8,50,0,0,1,1,1,0,0,16,0,6.5582,2
9,50,0,0,1,1,1,0,0,16,0,6.57786,3
10,50,0,0,1,1,1,0,0,16,0,6.68461,4
11,50,0,0,1,1,1,0,0,16,0,6.39693,5
12,50,0,0,1,1,1,0,0,16,0,7.09008,6
13,50,0,0,1,1,1,0,0,16,0,6.86693,7
6,49,0,0,0,0,1,0,0,16,0,6.35437,1
7,49,0,0,0,0,1,0,0,16,0,6.44572,2
8,51,0,0,0,0,1,0,0,16,0,6.80239,3
9,49,0,0,0,0,1,0,0,16,0,6.80239,4
10,49,0,0,0,0,1,0,0,16,0,6.90776,5
11,50,0,0,0,0,1,0,0,16,0,6.96602,6
12,50,0,0,0,0,1,0,0,16,0,7.09008,7
24,50,1,1,0,1,1,0,1,12,1,6.31173,1
25,40,1,1,0,1,1,0,1,12,1,6.54535,2
26,50,1,1,0,1,1,0,1,12,1,6.56386,3
27,47,1,1,0,1,1,0,1,12,1,6.632,4
28,48,1,1,0,1,1,0,1,12,1,6.80239,5
29,48,0,1,0,1,1,0,1,12,1,6.84162,6
30,46,1,1,0,1,1,0,1,12,1,6.8977,7
14,49,0,0,0,1,1,0,0,17,0,6.64249,1
15,48,0,0,0,1,1,0,0,17,0,6.75344,2
16,49,0,0,0,1,1,0,0,17,0,6.81783,3
17,48,0,0,0,1,1,0,0,17,0,6.91473,4
18,49,0,0,0,1,1,0,0,17,0,6.95655,5
19,48,0,0,0,1,1,0,0,17,0,7.01571,6
20,48,0,0,0,1,1,0,0,17,0,7.09423,7
1,30,0,0,0,1,1,0,0,17,0,6.21461,1
2,50,0,0,0,1,1,0,0,17,0,6.17379,2
3,50,0,0,0,1,1,0,0,17,0,6.35437,3
4,50,0,0,0,1,1,0,0,17,0,6.55108,4
